RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,Avg
61210,08848,Holland Township,NJ,New York,Hunterdon,7609,373400,372100,374700,377300,377200,371500,367100,364800,362400,359900,360600,360700,359400,357800,355700,355400,360100,365800,367700,368600,371500,373700,373100,372900,373900,375700,377700,378200,376600,377200,378200,376800,374300,373600,374000,375500,377200,377800,379000,376000,369800,368800,371200,369200,369000,371400,371500,370200,370000,370800,372100,373400,375300,376200,376400,375600,372900,371300,373600,376200,371167
60699,07506,Hawthorne,NJ,New York,Passaic,5369,347100,344200,343700,344900,343700,341700,344500,350500,354400,357000,361100,365300,367800,368500,369500,371300,372100,373700,375000,373100,370200,369100,368600,370200,373400,377000,377600,376900,378400,379800,376600,374800,377300,381400,383400,383400,380800,377900,378000,379600,377700,373800,371700,372500,374100,373600,373500,375600,376800,376100,375300,373300,371400,372800,375900,377100,376100,373500,372500,375000,369863
61216,08857,Old Bridge Township,NJ,New York,Middlesex,1670,343100,342600,342300,341100,342100,343000,344000,345500,346300,346100,346900,350000,351800,351300,352200,356500,359700,360000,359800,361800,364100,364800,365900,368800,369800,368300,368000,369500,368900,370100,374700,378900,381000,381100,378200,376000,375700,374900,374500,375900,377600,379600,381800,384300,385000,384400,383700,382100,381100,382500,383100,381500,381300,382900,383100,380200,379900,385300,393200,395000,368380
61211,08850,Milltown,NJ,New York,Middlesex,7638,347000,346800,345300,339000,333200,333900,337800,340500,340000,338700,339900,343600,346400,347000,347400,350000,353400,355400,356400,358700,362600,364100,363100,363000,364600,364300,363200,362600,363000,365200,365900,363800,362700,363400,363000,364200,367700,369600,368500,368700,371200,374000,376100,378400,378900,377700,375300,371900,369300,367300,367400,370600,372100,369800,370400,372400,373400,376600,382500,384200,361218
60795,07755,Oakhurst,NJ,New York,Monmouth,7950,333900,335500,334900,334700,337600,340200,340700,339400,337300,336200,337200,339600,341400,341600,341200,340900,341700,343500,344400,345500,349000,352100,354800,357600,358700,358600,358700,357200,357300,358700,359500,359900,360300,361700,364500,368300,371000,372400,372000,372400,371100,371100,371900,371900,371600,372600,373700,374900,375700,377800,381400,383500,383000,384100,388600,395300,399800,400600,399100,400300,361002
60946,08055,Medford,NJ,Philadelphia,Burlington,3481,348200,348500,348700,348100,345800,344400,344700,346600,348300,349800,351600,354000,356300,357100,356500,356200,357500,359800,362800,364800,364400,363300,362900,361500,359400,358700,359100,359000,357200,355400,355300,357000,360300,362000,360300,358800,360300,362300,363200,363600,364900,367400,368900,369300,368000,365500,364000,364800,365400,365400,365700,366700,368100,368300,366800,365600,367000,369400,372600,374600,360035
61034,08260,North Wildwood,NJ,Ocean City,Cape May,5351,348800,348600,351000,352000,350700,348200,347200,348200,349600,350200,349500,347100,346900,347800,347200,344900,343700,344700,346300,346400,344900,347200,352000,356800,358200,357300,354800,354700,356400,356500,354200,353000,354100,353200,352300,354400,357300,356700,355100,356200,358700,361800,365400,369300,372400,375800,377500,379000,380200,381100,384000,386900,384500,379900,378100,376200,375100,375800,377100,377400,359342
61214,08854,Piscataway Township,NJ,New York,Middlesex,905,339800,338900,338300,338300,337900,338000,338700,338900,338500,339700,342300,344100,343700,342500,342800,346000,349900,350700,349300,351500,357300,360000,360200,360900,362500,361800,360400,358800,358700,358800,359600,361600,363100,362900,361400,361000,361100,361000,360700,361600,364000,366500,368000,369600,371200,371600,371400,371100,370300,369600,369200,369400,369300,370000,370900,370100,369200,372500,378500,380800,357940
61079,08406,Ventnor City,NJ,Atlantic City,Atlantic,5631,369700,366200,369200,371400,373400,379700,381700,377500,376100,378600,376500,374600,374200,375900,380000,381100,378500,378600,381600,381900,380700,378200,377600,376400,376800,375900,372800,366900,362600,359800,360300,358900,356200,356400,356400,349300,341100,340700,345200,348000,346100,342500,341800,342000,338600,332700,327000,323600,325200,325000,323400,322900,321800,318000,317700,323300,336700,348300,356100,364900,357403
60977,08088,Southampton,NJ,Philadelphia,Burlington,4083,346800,347200,347600,346800,344500,342600,342800,343500,342400,341400,342100,341000,339000,338700,337800,335200,336100,339700,342500,345100,348400,351500,353100,352500,350600,351900,354500,355200,353800,352900,353300,354900,357300,358800,358000,357200,359600,363000,364100,364200,363900,365000,367300,369900,368700,365000,363000,365000,367100,367800,368600,370000,371300,371800,371300,371300,373100,375300,377200,378800,355817
60786,07740,Long Branch,NJ,New York,Monmouth,2070,330000,328000,329800,331800,332200,333000,334700,335000,334000,334400,336400,337100,335300,332700,333100,335900,338900,340800,342600,342500,341900,341500,343000,343400,344300,345500,346800,347600,349500,352000,355100,356900,356700,356100,355500,357000,360100,363400,364900,364700,364200,363700,361200,359600,362100,366400,370600,373100,373600,373000,372800,373400,375400,377800,382300,390200,395800,397000,397500,401100,354582
61228,08872,Sayreville,NJ,New York,Middlesex,5366,343800,343400,341700,338100,334800,333900,335000,336800,335600,334800,336600,338500,337800,335400,334200,337900,344000,347000,346600,345700,349700,354000,352900,350800,353400,356000,355800,355600,356200,357000,357800,358900,360400,360800,359400,359700,361900,363200,363200,362900,362000,362200,362800,365700,368100,367400,366000,366400,366000,364800,363400,362000,360100,358500,358900,360600,362000,364900,371000,375300,353655
60665,07424,Little Falls,NJ,New York,Passaic,3908,335200,334700,332600,331200,330100,329700,331000,334300,337600,339000,339800,340600,340800,340500,342100,345000,348000,350100,353000,355300,356700,357700,358200,358300,359300,362300,365100,365800,365100,366100,365300,362400,358700,355700,352800,351300,349900,349200,349400,351100,354400,356600,358000,358600,359800,362100,365900,368900,369900,368600,366600,365600,363800,361800,361100,363200,364900,364200,361700,361600,353472
60936,08043,Voorhees,NJ,Philadelphia,Camden,2697,332600,330700,329200,330600,332400,332600,331000,328300,326300,326100,326900,328800,331900,337000,343000,347300,351100,354400,356400,358400,359400,359000,358500,358900,358600,358200,356400,354900,354200,355800,358600,358600,356100,354500,353900,352300,350900,350200,350000,350200,351300,352800,354100,355500,356000,356200,356000,356600,358700,360700,361400,362600,364300,365000,364300,364900,367100,369900,372000,374100,351128
60847,07866,Rockaway Township,NJ,New York,Morris,4716,338200,337500,335500,333600,333000,333900,335100,337000,339200,340100,338400,335800,335200,336000,337400,338900,339600,337800,336100,336400,337800,338800,339300,340400,340900,340000,342200,348400,353700,356300,358400,358900,357700,356300,355400,354700,355100,355500,355800,355300,356100,357000,357800,357400,356800,357300,359800,361000,360500,360600,361800,362500,363200,364200,364300,363100,363000,364100,365600,367300,349317
61206,08837,Edison,NJ,New York,Middlesex,5737,332100,326000,318700,316000,315300,315700,317200,318500,317900,317300,318200,321600,326800,330200,332800,335400,337400,338800,343000,349800,356900,359600,360800,362800,364400,364300,364300,364300,364100,362800,360300,358400,357900,358400,357100,354600,352100,350700,350600,353800,357800,360500,361500,362600,364000,364700,363200,360900,360400,360600,361100,361200,360100,359500,360300,360000,358300,360600,366800,370500,349025
61218,08859,Parlin,NJ,New York,Middlesex,4400,336100,333100,330400,329600,329800,329700,329800,331400,333900,334100,333800,334600,335000,333200,332000,330500,330200,331600,334100,336400,339900,343100,343900,344600,347700,350100,350000,350200,351700,353400,354700,354700,354000,351400,348200,348200,350800,351100,350100,351500,352100,350600,348900,350100,351800,352600,352400,353000,353400,355200,356400,356300,354600,354500,354500,353700,353400,356400,361400,365000,345415
60917,08022,Mansfield,NJ,Philadelphia,Burlington,7313,332300,331700,330100,329400,328200,327700,327900,328600,328400,328300,329200,329600,329700,329400,328200,325000,324700,326000,327500,328900,332900,335100,333100,331300,333100,335700,337600,339200,339400,339800,341800,344500,346100,345800,345000,345100,347100,349800,352600,355800,358300,359600,360700,361400,360900,360100,360300,362800,364500,364700,365800,367700,369300,370600,370500,369100,368100,368700,371600,374300,345177
60945,08054,Mt Laurel Township,NJ,Philadelphia,Burlington,736,332800,333600,333500,332800,331500,331500,332900,333700,333500,333700,334600,334600,335000,335500,335000,333600,334700,336700,338900,341300,344400,345200,344700,342500,340000,340900,344300,346300,346700,346400,345100,344900,346200,347400,346300,344100,343300,344100,345000,344400,342200,341200,343100,346000,346800,347300,348900,350600,350600,350300,351000,352700,354200,354700,354700,355700,357100,358200,360600,363800,343522
61153,08724,Brick,NJ,New York,Ocean,1009,324200,325400,325900,326500,326400,325300,323500,323200,324200,327200,331000,333300,334300,335500,336000,336000,337300,339000,340700,341900,341900,340900,340900,341700,341900,341900,343200,344500,345400,346900,348400,348300,347400,346300,346400,347400,347000,346000,346000,346500,346400,347200,348500,350800,351900,351400,350300,351500,353100,353700,354300,355500,355700,355900,356900,357800,358800,360200,362600,363300,343358
60817,07828,Budd Lake,NJ,New York,Morris,6307,329400,326300,325000,326200,326500,325500,326300,328100,328300,328900,328700,326300,325200,326200,328000,328900,329300,329900,330800,331800,334700,336500,336300,336500,337400,336500,335000,336200,339800,341700,342500,344100,346100,347600,348900,349300,349600,350100,350300,349200,348700,350400,353000,352300,349600,349200,351400,352600,352800,354200,357600,360900,363100,363800,362500,360100,360100,361500,361800,361900,342190
60680,07456,Ringwood,NJ,New York,Passaic,7001,327200,326500,326400,325100,322800,321800,322400,324200,325500,326200,326200,326500,326800,327700,328700,329600,331300,336100,340100,340900,341200,343000,343000,341100,340900,342000,343000,343500,342900,341200,339200,337700,336300,336100,336000,336500,338800,340500,342000,343700,344000,344800,347300,348800,349800,351100,353400,358400,360300,358300,356500,357700,360600,362500,362400,362100,362700,363500,364000,363700,341708
60727,07628,Dumont,NJ,New York,Bergen,5871,330200,327700,323800,321200,319600,317600,316900,316200,317200,320300,324000,327400,329700,328700,326500,325000,324900,326300,329200,332200,333800,333300,333500,335600,337800,338400,339200,340500,341600,341800,341400,340000,338500,339700,340700,341300,342400,345600,346400,347200,349000,353000,354000,356100,358300,358600,356300,354400,352500,352200,353900,357000,358900,357800,358100,363500,369100,371000,372100,374300,341057
61229,08873,Franklin Township,NJ,New York,Somerset,482,325800,323500,322200,322200,323100,323800,324300,325200,324600,321600,319400,321200,325300,328500,330100,329900,328500,328300,330700,333300,335500,338600,340400,340300,340700,340800,340000,342000,345500,347000,347300,347000,346000,342700,342600,345800,345100,338700,335400,336500,338500,341100,344300,346100,346500,347000,347200,347700,349500,351100,351600,351700,352000,352300,352300,352800,354900,358200,361500,362300,339300
60560,07047,North Bergen,NJ,New York,Hudson,461,304300,305100,304800,305000,306600,307800,309000,307800,306100,305900,308800,309800,308500,304700,303200,304300,306300,307500,310400,314700,319200,323100,325200,325000,324300,325900,328600,330400,331300,332600,333000,334500,338400,341600,341500,340400,338700,335700,335100,338900,343300,346500,350100,354200,358600,361200,363100,367100,373100,377400,379800,380000,379700,379400,378800,378600,378100,381500,391000,400900,336773
60735,07644,Lodi,NJ,New York,Bergen,4502,326100,323300,322500,323100,324000,324600,324500,324200,327700,332700,334800,332700,330200,329100,330100,331000,331400,331000,330400,331600,333800,334800,334400,334200,334500,334000,333700,333800,333000,330700,328100,325900,324800,325500,328200,331800,335100,338400,339100,337100,336500,338900,341700,343300,343200,343400,345000,347000,347900,345300,342600,343200,343700,344400,349700,356800,361000,363900,365500,364500,336390
60701,07508,North Haledon,NJ,New York,Passaic,5260,325000,323500,322000,320000,317700,316800,318200,318700,318400,320200,322600,323300,323500,324300,327800,333300,336200,336500,338200,339800,341400,341700,341400,340100,338900,336400,335600,335100,334300,332700,332700,333100,330500,329200,332900,336900,335800,333800,334300,335600,335900,335600,335700,337300,340700,342900,342700,344400,346000,344800,342300,341300,341700,343400,345200,348200,353500,355100,351400,348000,334908
60529,07013,Clifton,NJ,New York,Passaic,3496,327600,326700,325400,323400,321400,320100,318600,320000,323400,325500,324700,325000,325500,326400,326400,326300,327800,331600,335200,335500,333900,331700,330100,331600,334000,332900,330800,331100,331300,331400,331700,330400,329000,330100,331500,331800,332000,332400,331700,331000,330900,332700,336300,339300,341500,343300,345500,347800,349800,350600,351200,351000,350100,350000,350300,350500,350500,350300,350900,353500,334548
60778,07731,Howell,NJ,New York,Monmouth,2346,309900,307700,306700,308000,310500,312200,312400,311800,312000,312700,314200,315300,315900,316600,318200,318800,318800,319000,320500,322300,324000,326000,328900,331600,332800,332700,332400,332700,334100,335300,334400,332500,332900,334700,335800,336600,339100,342700,345200,346400,346600,346700,347600,349600,350900,351800,352700,353700,353200,351500,351300,353200,355200,355500,354800,354200,353200,351300,350000,351700,333483
61158,08734,Lacey,NJ,New York,Ocean,7868,313500,316000,317700,317900,317200,318100,319300,320500,321200,322700,323700,324800,325900,326800,326900,327800,328900,328900,327300,327300,329300,330700,330500,330700,330700,329800,330700,334400,340800,345200,346300,346000,345300,343000,342700,344600,345200,345400,346800,345300,341800,340100,339000,336600,336500,337900,338200,338000,339600,340900,341400,339800,336800,334200,335600,338700,339200,337300,338000,341000,333440
61152,08723,Brick,NJ,New York,Ocean,2145,322700,323400,325500,326300,324500,321600,319400,319100,319100,320300,323600,326400,327100,327100,325900,324800,326100,328900,331600,333000,334400,335900,337000,336300,334800,333600,334400,336200,339000,341300,342400,341900,339500,336500,335100,335000,333400,332800,333800,334500,332700,333100,334300,334800,334700,336400,337700,338500,337900,335800,334300,334900,335600,335700,336800,338400,339600,340300,341700,343700,332685
61090,08520,East Windsor,NJ,Trenton,Mercer,3469,328000,328100,326700,323700,322600,324400,324900,323800,324000,324300,322900,322300,323200,323700,324400,326100,326300,325000,324300,324000,324400,326200,328300,330800,331900,331300,330900,330100,328000,327500,329300,331500,333300,333600,333900,334900,336200,336200,336200,337500,338600,337800,338900,342800,343800,341500,339000,337900,337800,339300,341500,342100,341200,341500,342800,342900,342300,343100,344800,346200,332508
60691,07480,West Milford,NJ,New York,Passaic,5950,327800,326100,325900,325000,323700,323300,324800,325900,326900,328500,328700,326500,324000,323600,324700,326000,325800,324500,323600,324100,323700,322500,322300,322800,322900,324000,325400,325000,325100,327500,329200,327700,325800,325400,326300,326900,326400,324700,324300,328100,333900,338000,340600,343400,344000,343600,343400,342800,341100,340100,339100,337700,335500,334300,334400,336000,339500,342600,344500,347300,330287
61083,08505,Bordentown Township,NJ,Philadelphia,Burlington,5356,320500,321600,321400,320400,320600,323100,326800,329600,330200,330000,330500,330000,328500,328300,328300,326100,323500,321800,320500,319100,319000,319500,319100,318300,317000,316700,318300,320400,320100,319400,319800,321700,324900,326500,325100,324500,327100,329900,331600,332700,332800,333200,334300,334700,331900,328200,326400,327100,328700,330300,332300,334200,334900,333900,332700,332500,334000,336000,337900,338700,326785
60714,07601,Hackensack,NJ,New York,Bergen,737,314800,312400,309300,307000,308500,308500,306800,306400,309000,309600,308800,307900,308300,308100,308000,308400,309800,311500,315000,319400,322100,322700,323800,324600,324500,323700,323600,323600,324600,326400,327200,326200,324600,324800,326500,328800,330000,331500,333100,334300,335000,337600,339200,338700,338200,339100,341100,343300,343600,341900,340300,340000,340100,341200,343500,349300,354800,357800,357800,357400,326733
60723,07621,Bergenfield,NJ,New York,Bergen,4425,306700,305400,303500,300200,296700,293000,290800,291200,293500,297200,300000,302000,303600,304500,305500,309000,312300,315600,319100,322200,324800,327200,329900,332600,332900,331000,330200,330500,330100,329700,329400,330200,331400,331800,330600,329400,329100,332900,335300,333200,331500,332700,334600,336000,336900,338100,340400,341600,340300,339600,341700,344300,345900,347100,349100,352600,355700,357200,358800,360200,326142
60777,07730,Hazlet,NJ,New York,Monmouth,5900,305500,303200,304600,307700,309400,310600,311700,312700,313400,313600,313800,314100,313800,313800,314400,314600,315400,316700,318900,321200,323200,324200,325600,326200,326800,327400,327000,325700,325300,325600,325500,325100,323900,324400,324700,325000,326100,327600,327600,328200,328700,328300,328100,328300,330000,332500,335500,336200,334800,332900,334800,338900,342400,342400,340200,337900,336000,334800,334900,337100,324315
60655,07407,Elmwood Park,NJ,New York,Bergen,5329,321300,317500,315500,314100,314000,314400,314600,315000,316200,316400,314500,313400,311700,311900,313800,315000,313500,313400,314300,315700,316400,316400,317300,317100,316600,316500,317700,320500,321500,318500,314700,313600,315000,316700,316200,317400,321400,323700,321800,319400,318100,318800,320200,321100,319600,318900,319900,324100,329600,331900,330700,331200,334400,336500,339900,347200,353800,356900,358400,360500,322105
61004,08210,Middle Township,NJ,Ocean City,Cape May,5175,316500,311400,310200,313100,315900,313900,315200,321200,322700,321100,324100,327200,329200,331100,330300,326400,323000,320200,317900,315800,314400,315800,319000,320600,322000,324000,326000,328400,330600,331000,329700,327200,326100,327000,327100,325000,322300,321000,321000,321500,322900,324700,325100,324700,325000,325800,325400,324000,322500,321400,321600,321000,318900,317100,315000,313000,315100,318300,319200,320100,321782
61150,08721,Berkeley,NJ,New York,Ocean,4814,311400,311200,313000,314300,313400,311100,309800,309700,308600,307400,308900,312500,314800,314100,313200,313400,314500,315900,317300,318700,319800,321500,324200,324200,321200,320900,323400,324100,324200,326000,328100,329500,329700,328100,326200,325200,324600,324700,325200,325500,324600,323200,322400,322700,324000,325700,325800,325800,326600,327100,326900,327000,327500,327700,328200,328700,329500,331500,334500,336200,321585
60576,07067,Colonia,NJ,New York,Middlesex,5753,297600,296600,296400,295900,295500,294800,294600,295800,297900,300000,301400,303300,304700,305000,304300,304800,307100,311100,313300,314700,316700,317900,318400,319900,321300,322200,322600,323500,324300,325300,326800,329200,330100,328300,325900,325900,326800,326600,326600,328000,330300,332700,334000,335200,337100,338700,338800,337600,336600,336100,335800,335400,334000,333100,333100,331800,330600,333400,337700,337800,320348
61145,08690,Hamilton Township,NJ,Trenton,Mercer,5067,301500,302700,303000,303100,303700,304200,302400,301300,302400,303900,302900,302200,303600,305200,306400,308000,310400,312400,312400,312500,314000,316300,319400,323200,324400,323400,322500,321400,320600,321700,323600,324400,324300,324100,324300,323500,321600,320600,321800,323500,324300,324600,325400,325500,324800,324700,326200,327700,328800,330200,331200,331400,331300,331500,332000,332400,332500,333400,335100,336400,318870
61013,08221,Linwood,NJ,Atlantic City,Atlantic,7975,323900,319900,318100,318500,322700,327600,330200,330300,331200,334300,339700,343200,347300,350900,353600,351700,348500,344200,340300,336400,334800,334600,336300,336900,338500,340900,342200,342000,342700,341400,336600,332100,329800,327400,324500,322500,320000,315200,309500,306000,303400,298500,295100,293500,288900,281500,274300,272100,275200,278500,278900,277700,275600,275800,276100,274600,275800,279800,283700,289700,316252
60900,08003,Cherry Hill,NJ,Philadelphia,Camden,3115,296500,297700,298200,296600,293300,289800,288300,289500,291400,290900,289700,290700,293900,297200,300300,303700,307800,311000,311600,311600,312800,313500,313400,314300,315200,315500,315400,315100,314900,316600,318800,318400,316900,317300,318500,318200,316500,313800,312300,314200,317500,319900,320800,321800,322800,323900,324200,324600,326000,327500,328700,330100,333500,336600,338000,338700,340500,342800,344000,343000,314437
60589,07080,South Plainfield,NJ,New York,Middlesex,4863,296400,294000,292000,292100,292200,292200,293200,295200,296100,295800,295000,295600,297400,299100,299300,297500,296000,297300,298800,299200,300300,301100,301100,302200,305000,308500,311300,313700,316500,318400,319200,320600,322100,321300,319300,319200,321000,321600,320800,321300,323600,325800,325800,325700,326100,325100,323500,322500,321200,320400,319700,318300,317500,318200,318100,316200,316800,324200,334500,337900,311000
60793,07753,Neptune,NJ,New York,Monmouth,1508,290400,288900,289700,292100,293500,295700,297700,298300,297600,297000,296100,294700,292700,291300,291700,294200,298200,300600,299900,299300,300800,303000,305000,306200,307300,307600,305700,304700,307000,308800,309300,310400,311900,313400,314900,316900,320200,322600,323300,323700,323300,323300,324500,325600,325200,324500,324000,323700,322200,321300,323300,325400,325200,324500,325100,327000,329100,330200,331900,336500,310635
61148,08701,Lakewood Township,NJ,New York,Ocean,63,274100,275800,276800,276300,275000,273100,270700,268800,268800,271000,273800,275400,276600,278000,279400,282000,285900,288700,289700,289600,289900,290700,290900,291000,290500,291400,294600,297600,299100,301300,304100,305900,305700,305700,308800,312100,313600,314900,315600,315300,316500,319900,324500,330900,338100,342600,344400,347400,350000,351100,354500,359500,361100,360700,361600,363700,365000,366200,367900,369700,309725
60944,08053,Evesham,NJ,Philadelphia,Burlington,780,293000,294100,295000,295100,293700,292900,294400,295800,296100,297300,299500,300000,299800,299500,298800,298500,300600,303800,306100,307600,309800,311300,311400,310500,309200,309100,310000,310500,310000,309200,309700,312200,314600,313900,311000,309300,310300,312000,313500,314200,314200,314600,315400,316100,315800,315200,315600,316700,316700,317000,318800,320900,321500,321100,320100,319900,321200,322900,324500,325100,309277
60519,07003,Bloomfield,NJ,New York,Essex,623,291100,289700,286500,281600,279600,280600,281700,281900,283100,284600,285900,287600,289700,290700,292100,295900,300000,302600,305000,307200,307300,305500,302100,299700,299700,302900,307700,312600,315100,316000,317200,319300,320500,319700,318500,318400,318500,317500,316000,315900,318500,321600,321400,319000,316400,314200,312600,311900,312900,315300,317500,317700,314900,314700,320900,328800,335600,340200,344400,348900,308243
61155,08731,Lacey,NJ,New York,Ocean,4609,296900,298000,297900,296700,296400,296400,296200,295300,294700,294600,295700,296700,297400,298400,299900,301400,302200,302100,303400,305700,306700,308600,313000,314400,311800,310300,310400,310700,311800,314100,315700,316800,317300,317800,316000,313700,311600,311400,312600,313000,311100,310000,310500,311700,312500,311500,311400,313200,314600,314800,315500,316100,315500,314100,313000,312700,312500,313000,314200,315700,308122
60644,07307,Jersey City,NJ,New York,Hudson,1557,252800,252500,248300,243100,240300,239700,239300,238100,237500,237100,239600,245000,247900,250100,254800,260000,261600,262300,262500,264300,270300,276300,276600,276200,279000,280900,282900,287000,291900,297100,301600,305600,308000,310600,313900,317900,318800,320900,322700,326400,331000,337100,340300,343700,347900,351600,353800,360000,369700,376800,382000,387900,393900,394800,394700,396100,397400,399900,407100,415500,307043
61187,08817,Edison,NJ,New York,Middlesex,1243,297600,296300,294600,292900,292400,293200,294500,295100,295100,294300,293500,294300,295800,295300,294800,295300,296000,298000,300300,300400,299300,298800,299700,302900,307700,311400,311500,311800,313100,314000,314500,316200,317200,316100,312800,310600,310300,309600,308000,307300,308700,309400,307700,308000,312000,314900,314100,312500,310500,309900,310500,312100,313600,316800,318600,317900,317500,320300,324900,325900,306472
61169,08753,Toms River,NJ,New York,Ocean,105,287600,289500,290200,289700,287300,284800,283100,282400,282300,283600,286100,288600,291100,293900,295700,298000,301300,303900,305000,305700,306400,307200,308400,309000,307100,304500,305000,307000,308100,308800,309100,308400,307000,304800,303200,303300,303300,302800,301800,301000,300100,300400,301500,302900,303800,305600,307700,309700,310600,309900,309100,309700,310300,310500,310700,312100,314600,316100,316600,317000,302082
60806,07801,Dover,NJ,New York,Morris,4861,287600,285700,283800,281800,280300,280700,281700,281400,280300,281200,281200,280000,282000,287600,291900,294700,295000,293200,292100,291800,293000,294000,294700,294500,293100,289400,286900,286000,286400,287900,291000,294500,298300,300700,301000,299700,299700,300700,300600,300800,303400,307200,309300,311200,312800,313700,314600,314200,312500,312300,315000,316800,316400,314400,312500,310000,307800,306400,304300,303000,297078
60941,08050,Ocean Acres,NJ,New York,Ocean,3123,294100,296100,297600,297200,294200,290500,288500,288400,289100,289500,289800,290600,291500,292300,292100,291400,291100,289600,287900,287200,287000,286400,288000,288000,285600,282800,283000,284600,286600,290400,295400,298600,299000,298100,296700,296500,296100,294900,293800,294500,296400,299100,301900,303500,303800,304900,305200,304500,305200,307100,307300,306500,306600,307100,306200,305300,305200,305500,306300,308000,295838
60837,07850,Roxbury Township,NJ,New York,Morris,8179,285800,285300,280600,276000,276500,278200,278500,279900,282800,284700,286000,285600,285400,289500,294800,297200,295700,294800,294600,292900,291700,291100,289400,290000,293100,293700,292700,293700,295000,294800,293700,292800,292100,290700,287300,284600,285000,286000,286000,287400,289800,292000,294000,294900,294700,295500,296900,298200,298200,298100,299800,303300,305900,305400,302700,300300,299700,301000,303300,303300,291877
61235,08882,South River,NJ,New York,Middlesex,6223,286900,285200,284000,282100,279300,278700,280200,280500,278300,277300,277300,278400,279700,282300,286800,290400,289100,285000,282900,282800,283700,284600,285900,287400,287800,287100,286800,288000,292900,297900,300200,301000,301300,298800,294200,291600,293000,294300,292700,291700,292200,292300,290300,289700,292100,294400,294200,294400,295200,294300,290600,289000,289800,292100,296300,300000,301000,304400,311300,315100,290113
60547,07032,Kearny,NJ,New York,Hudson,2620,261600,261700,262900,264200,265200,266100,266400,267600,268700,269400,269300,269300,270300,272800,274100,274900,276500,280300,282900,280700,277700,278900,280400,281500,283600,282600,282200,285400,288100,286500,286700,288100,291800,294600,296000,296600,297800,298000,297100,294800,293900,295100,297100,299400,300300,299300,298200,297800,298500,301500,305400,308700,311100,313700,315100,316800,320000,324300,328700,330900,288818
61175,08759,Manchester,NJ,New York,Ocean,418,269200,272100,275000,275300,273900,272900,270900,270400,271400,273000,275700,278300,279600,280000,280300,280900,282000,282600,284800,287000,289700,293700,298000,300100,299900,298100,298400,300700,301900,300900,300900,301100,299500,295700,292100,289600,288400,286700,286100,286500,286900,288400,290600,291500,292500,294900,295400,294200,293300,292600,291100,289500,289000,289800,291200,292200,294400,297600,300300,300900,288327
61209,08846,Middlesex,NJ,New York,Middlesex,6451,275200,273000,269800,268400,269300,269200,270900,271200,271300,273100,275500,276000,275800,275700,276300,276300,275500,275700,276600,278900,281400,282200,283300,285700,286300,284700,283500,284500,287900,293300,296200,296700,295800,291900,286700,285800,287600,289200,289700,291000,293300,294300,293500,294000,294300,294400,295400,295000,292900,292500,293200,293100,291400,290000,291300,293100,295400,300400,306600,309600,285680
60518,07002,Bayonne,NJ,New York,Hudson,137,264400,261000,257300,256800,258000,259700,261600,263600,266100,268600,271000,273200,275000,275000,274000,272800,272500,274000,276100,277500,276700,275500,274400,272600,271800,272300,271200,271000,274500,276900,276100,274400,275200,277800,279500,279100,278200,278600,280700,282800,283200,282600,282300,283800,285700,287200,288700,292400,297500,303300,309600,313800,313000,311700,311600,313500,317400,322300,326800,331200,282252
61221,08863,Woodbridge Township,NJ,New York,Middlesex,6664,258600,258100,259000,260800,262100,262500,263400,262800,260400,259100,261000,263100,261900,260300,261300,264100,266000,266900,267900,270300,274300,276700,277600,279000,280700,280600,279600,278900,278900,279100,279300,280500,282600,282100,278100,275000,276900,281500,284200,284000,283800,286100,290500,296200,300500,301900,301600,300900,299500,297100,295500,295100,296100,298800,300500,298600,296200,299500,307300,311700,279943
60912,08016,Burlington Township,NJ,Philadelphia,Burlington,2668,265600,265700,266500,266400,265800,265800,266700,267700,268500,269900,271100,270500,269600,270100,270900,270900,271300,272700,274600,277400,279800,280400,280300,279600,278000,277600,278900,278800,277600,276500,276300,276400,277100,277000,276600,276200,277400,279800,281500,281500,279600,279000,280300,281500,280600,279400,278400,277700,277300,276800,277000,277900,279300,280400,281000,283300,287800,291900,294500,295900,276577
61233,08879,South Amboy,NJ,New York,Middlesex,4599,261700,258700,258200,256300,252900,250800,251600,254000,258500,263000,265600,264400,264300,266000,267500,269000,272500,275500,278700,281800,283700,283700,281800,278500,275500,274700,272600,270700,270600,272300,273700,275000,275000,274300,274000,276200,278500,278600,277400,276600,276800,278500,279300,279600,280000,279700,279400,280700,282300,283600,284700,285100,285000,286900,288000,287500,287900,291600,296200,298900,274768
